,IT0005610958,IT0005218380,FR0000184798,FR0000051732,FR0013176526,FR0000054470,FR0010411983,DE000A0TGJ55,DE000A1PHFF7,DE000TUAG505,DE0006766504,DE000KC01000,DE000A161408,DE000KSAG888,Total
2025-04-28,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.53,0.0,0.0,0.0,0.0,0.0,10.33
2025-04-27,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.53,0.0,0.0,0.0,0.0,0.0,10.33
2025-04-26,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.53,0.0,0.0,0.0,0.0,0.0,10.33
2025-04-25,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.53,0.0,0.0,0.0,0.0,0.0,10.33
2025-04-24,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.53,0.0,0.0,0.0,0.0,0.0,10.33
2025-04-23,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,8.92,0.0,0.0,0.0,0.0,0.0,10.72
2025-04-22,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.67,0.0,0.0,0.0,0.0,0.0,11.47
2025-04-21,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.94,0.0,0.0,0.0,0.0,0.0,11.74
2025-04-20,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.94,0.0,0.0,0.0,0.0,0.0,11.74
2025-04-19,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.94,0.0,0.0,0.0,0.0,0.0,11.74
2025-04-18,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.94,0.0,0.0,0.0,0.0,0.0,11.74
2025-04-17,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.94,0.0,0.0,0.0,0.0,0.0,11.74
2025-04-16,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,9.75,0.0,0.0,0.0,0.0,0.0,11.55
2025-04-15,0.0,0.44,0.0,0.0,0.0,0.81,0.55,0.0,10.03,0.0,0.0,0.0,0.0,0.0,11.83
2025-04-14,0.0,0.55,0.0,0.0,0.0,0.81,0.55,0.0,9.47,0.0,0.0,0.0,0.0,0.0,11.38
2025-04-13,0.0,0.55,0.0,0.0,0.0,0.81,0.55,0.0,9.82,0.0,0.0,0.0,0.0,0.0,11.73
2025-04-12,0.0,0.55,0.0,0.0,0.0,0.81,0.55,0.0,9.82,0.0,0.0,0.0,0.0,0.0,11.73
2025-04-11,0.0,0.55,0.0,0.0,0.0,0.81,0.55,0.0,9.82,0.0,0.0,0.0,0.0,0.0,11.73
2025-04-10,0.0,0.55,0.0,0.0,0.0,0.81,0.55,0.0,9.9,0.0,0.0,0.0,0.0,0.0,11.81
2025-04-09,0.0,0.79,0.0,0.0,0.0,0.81,0.55,0.0,10.47,0.0,0.0,0.0,0.0,0.0,12.620000000000001
2025-04-08,0.0,0.79,0.0,0.0,0.0,0.81,0.63,0.0,9.95,0.0,0.0,0.0,0.0,0.0,12.18
2025-04-07,0.0,0.79,0.0,0.0,0.0,0.81,0.88,0.0,9.6,0.0,0.0,0.0,0.0,0.0,12.08
2025-04-06,0.0,0.8,0.0,0.0,0.0,0.81,0.57,0.0,9.94,0.0,0.0,0.0,0.0,0.0,12.12
2025-04-05,0.0,0.8,0.0,0.0,0.0,0.81,0.57,0.0,9.94,0.0,0.0,0.0,0.0,0.0,12.12
2025-04-04,0.0,0.8,0.0,0.0,0.0,0.81,0.57,0.0,9.94,0.0,0.0,0.0,0.0,0.0,12.12
2025-04-03,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,9.38,0.0,0.0,0.0,0.0,0.0,10.110000000000001
2025-04-02,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,6.71,0.0,0.0,0.0,0.0,0.0,7.4399999999999995
2025-04-01,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,6.53,0.0,0.0,0.0,0.0,0.0,7.26
2025-03-31,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,7.34,0.0,0.0,0.0,0.0,0.0,8.03
2025-03-30,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,7.800000000000001
2025-03-29,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,7.800000000000001
2025-03-28,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,7.23,0.0,0.0,0.0,0.0,0.0,7.800000000000001
2025-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0,0.0,0.0,6.73
2025-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0,0.0,0.0,6.73
2025-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.13,0.0,0.0,0.0,0.0,0.0,7.13
2025-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,6.93
2025-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,7.05
2025-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,7.05
2025-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,0.0,7.05
2025-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,0.0,0.0,0.47,0.0,0.0,6.59
2025-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46,0.0,0.0,0.47,0.0,0.0,6.93
2025-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.47,0.0,0.0,6.66
2025-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.47,0.0,0.0,7.14
2025-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.47,0.0,0.0,7.609999999999999
2025-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.47,0.0,0.0,7.609999999999999
2025-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.47,0.0,0.0,7.609999999999999
2025-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,0.0,0.47,0.0,0.0,7.45
2025-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,2.4,0.0,0.0,0.47,0.0,0.0,4.319999999999999
2025-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.88,0.0,0.0,0.47,0.0,0.0,3.8
2025-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,1.0,0.0,0.0,0.47,0.0,0.0,3.6100000000000003
2025-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.47,0.0,0.0,2.54
2025-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.47,0.0,0.0,2.54
2025-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,0.0,0.47,0.0,0.0,2.54
2025-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.0,0.0,0.0,0.47,0.0,0.0,2.5999999999999996
2025-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.31
2025-03-04,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.84,1.01,0.0,0.0,0.47,0.0,0.0,3.74
2025-03-03,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.7300000000000004
2025-03-02,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.7300000000000004
2025-03-01,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.7300000000000004
2025-02-28,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.7300000000000004
2025-02-27,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.84,0.0,0.0,0.0,0.47,0.0,0.0,2.8899999999999997
2025-02-26,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.79,0.0,0.0,0.0,0.47,0.0,0.0,2.84
2025-02-25,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.79,0.0,0.0,0.0,0.47,0.0,0.0,2.84
2025-02-24,0.0,0.0,0.0,0.0,0.0,0.58,0.0,1.79,0.0,0.0,0.0,0.47,0.0,0.0,2.84
2025-02-23,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2800000000000002
2025-02-22,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2800000000000002
2025-02-21,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2800000000000002
2025-02-20,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2800000000000002
2025-02-19,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.3
2025-02-18,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.11,0.0,0.0,0.16,0.47,0.0,0.0,3.34
2025-02-17,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.11,0.0,0.0,0.16,0.47,0.0,0.0,3.34
2025-02-16,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.09,0.0,0.0,0.16,0.47,0.0,0.0,3.3200000000000003
2025-02-15,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.09,0.0,0.0,0.16,0.47,0.0,0.0,3.3200000000000003
2025-02-14,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.09,0.0,0.0,0.16,0.47,0.0,0.0,3.3200000000000003
2025-02-13,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.1,0.0,0.0,0.16,0.47,0.0,0.0,3.2300000000000004
2025-02-12,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2
2025-02-11,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.07,0.0,0.0,0.16,0.47,0.0,0.0,3.2
2025-02-10,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.93,0.0,0.0,0.16,0.47,0.0,0.0,3.0599999999999996
2025-02-09,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.93,0.0,0.0,0.16,0.47,0.0,0.0,3.0599999999999996
2025-02-08,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.93,0.0,0.0,0.16,0.47,0.0,0.0,3.0599999999999996
2025-02-07,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.93,0.0,0.0,0.16,0.47,0.0,0.0,3.0599999999999996
2025-02-06,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.09,0.0,0.0,0.16,0.47,0.0,0.0,3.2199999999999998
2025-02-05,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.09,0.0,0.0,0.16,0.47,0.0,0.0,3.2199999999999998
2025-02-04,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.47,0.0,0.0,0.16,0.47,0.0,0.0,2.5999999999999996
2025-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.47,0.0,0.0,2.15
2025-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.16,0.47,0.0,0.0,2.11
2025-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.8,0.0,0.16,0.47,0.0,0.0,2.91
2025-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.47,0.0,0.0,2.15
2025-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.47,0.0,0.0,2.15
2025-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.47,0.0,0.0,2.15
2025-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.16,0.47,0.0,0.0,2.15
2025-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.16,0.47,0.0,0.0,2.12
2025-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.16,0.47,0.0,0.0,2.13
2025-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.16,0.47,0.0,0.0,2.12
2025-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.16,0.47,0.0,0.0,2.12
2025-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.0,0.0,0.16,0.47,0.0,0.0,2.12
2025-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2025-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.0,0.0,0.16,0.47,0.0,0.0,2.1399999999999997
2024-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.16,0.47,0.0,0.0,2.29
2024-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.16,0.47,0.0,0.44,2.73
2024-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0,0.0,0.16,0.47,0.0,0.44,2.73
2024-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.16,0.47,0.0,0.44,3.22
2024-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.0,0.0,0.16,0.47,0.0,0.44,3.2900000000000005
2024-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.0,0.0,0.16,0.47,0.0,0.44,3.5799999999999996
2024-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.16,0.47,0.0,0.44,3.73
2024-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.16,0.47,0.0,0.44,3.73
2024-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.16,0.47,0.0,0.44,3.73
2024-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.16,0.47,0.31,0.44,4.04
2024-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66,0.0,0.0,0.16,0.47,0.31,0.44,4.04
2024-12-11,0.91,0.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.16,0.47,0.31,0.44,5.12
2024-12-10,0.91,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.16,0.47,0.31,0.44,5.24
2024-12-09,0.91,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.16,0.47,0.31,0.44,5.24
2024-12-08,0.91,0.0,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.16,0.47,0.31,0.44,5.13
