,TNWE6LERP1CI9IDAZB80,70DNWEAINTGFO4DMV441,54930030NRYV5EVS2N02,549300DCU7KOL83B3B08,549300RHSQCH106OWF77,549300SHI4D0QGWI8X45,549300RZS21MS2DKVC77,549300C4RWHVOOSD9T96,6BS8JLEICI3VGJ264L55,2138001GBION41P49M96,2138005A64T9BK11SV48,5493005Q2J4SQ04HVT95,213800LW6586WAWHGO96,549300ARVD4LVNCUBN81,549300GC5MDF1KXYMP06,549300EJ1ZB4YYIOMD56,0M6M8M9HXLW8D3AU0N32,-096-,Total,Market_capitalization
2023-11-23,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1350000000.0
2023-11-22,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,1350000000.0
2023-11-21,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1350000000.0
2023-11-20,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-11-19,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-11-18,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-11-17,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-11-16,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-15,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-14,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-13,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-12,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-11,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-10,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-09,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-08,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-07,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,1350000000.0
2023-11-06,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-11-05,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-11-04,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-11-03,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-11-02,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-11-01,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-31,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-30,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-29,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-28,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-27,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-26,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-25,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1350000000.0
2023-10-24,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-23,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-22,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-21,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-20,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-19,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-18,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-17,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-16,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-15,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-14,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-13,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-12,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-10-11,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1350000000.0
2023-10-10,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1350000000.0
2023-10-09,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-08,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-07,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-06,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-05,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-04,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-03,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-10-02,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5899999999999999,1350000000.0
2023-10-01,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-09-30,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-09-29,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1350000000.0
2023-09-28,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5899999999999999,1350000000.0
2023-09-27,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5899999999999999,1350000000.0
2023-09-26,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5899999999999999,1350000000.0
2023-09-25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-09-24,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-09-23,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-09-22,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-09-21,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1350000000.0
2023-09-20,0.0,0.0,0.0,0.5,0.0,0.47,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1350000000.0
2023-09-19,0.0,0.0,0.0,0.5,0.0,0.47,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1350000000.0
2023-09-18,0.0,0.0,0.0,0.49,0.0,0.47,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1350000000.0
2023-09-17,0.0,0.0,0.0,0.49,0.0,0.5,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1350000000.0
2023-09-16,0.0,0.0,0.0,0.49,0.0,0.5,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1350000000.0
2023-09-15,0.0,0.0,0.0,0.49,0.0,0.5,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1350000000.0
2023-09-14,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-09-13,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5699999999999998,1350000000.0
2023-09-12,0.0,0.0,0.0,0.59,0.0,0.49,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1350000000.0
2023-09-11,0.0,0.0,0.0,0.59,0.0,0.49,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1350000000.0
2023-09-10,0.0,0.0,0.0,0.6,0.0,0.49,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1350000000.0
2023-09-09,0.0,0.0,0.0,0.6,0.0,0.49,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1350000000.0
2023-09-08,0.0,0.0,0.0,0.6,0.0,0.49,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,1350000000.0
2023-09-07,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1350000000.0
2023-09-06,0.0,0.0,0.0,0.6,0.0,0.51,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,1350000000.0
2023-09-05,0.0,0.0,0.0,0.59,0.0,0.51,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1350000000.0
2023-09-04,0.0,0.0,0.0,0.59,0.0,0.51,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1350000000.0
2023-09-03,0.0,0.0,0.0,0.59,0.0,0.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1350000000.0
2023-09-02,0.0,0.0,0.0,0.59,0.0,0.49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,1350000000.0
2023-09-01,0.0,0.0,0.0,0.59,0.0,0.49,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,1350000000.0
2023-08-31,0.0,0.0,0.0,0.59,0.0,0.5,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1350000000.0
2023-08-30,0.0,0.0,0.0,0.69,0.0,0.0,0.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,1350000000.0
2023-08-29,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-28,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-27,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-26,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-25,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-24,0.0,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-23,0.03,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1350000000.0
2023-08-22,0.03,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1350000000.0
2023-08-21,0.03,0.0,0.0,0.69,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1350000000.0
2023-08-20,0.91,0.0,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1350000000.0
2023-08-19,0.91,0.0,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1350000000.0
2023-08-18,0.91,0.0,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1350000000.0
2023-08-17,0.91,0.0,0.0,0.69,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1350000000.0
2023-08-16,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-15,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-14,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-13,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-12,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-11,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-10,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-09,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-08,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-07,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-06,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-05,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-04,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-03,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-02,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-08-01,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-31,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-30,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-29,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-28,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-27,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-26,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-25,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-24,0.91,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,1350000000.0
2023-07-23,0.86,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1350000000.0
2023-07-22,0.86,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1350000000.0
2023-07-21,0.86,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1350000000.0
2023-07-20,0.86,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1350000000.0
2023-07-19,0.86,0.0,0.0,0.78,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16,1350000000.0
2023-07-18,0.86,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-07-17,0.86,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1350000000.0
2023-07-16,0.9,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1350000000.0
2023-07-15,0.9,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1350000000.0
2023-07-14,0.9,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1350000000.0
2023-07-13,0.9,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1350000000.0
2023-07-12,0.9,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1350000000.0
2023-07-11,0.87,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2800000000000002,1350000000.0
2023-07-10,0.87,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2800000000000002,1350000000.0
2023-07-09,0.87,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2800000000000002,1350000000.0
2023-07-08,0.87,0.0,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2800000000000002,1350000000.0
2023-07-07,0.87,0.48,0.0,0.89,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7600000000000002,1350000000.0
2023-07-06,0.87,0.48,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8400000000000003,1350000000.0
2023-07-05,0.87,0.48,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8400000000000003,1350000000.0
2023-07-04,0.87,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1350000000.0
2023-07-03,0.87,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1350000000.0
2023-07-02,0.9,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2023-07-01,0.9,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2023-06-30,0.9,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2023-06-29,0.9,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2023-06-28,0.9,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,1350000000.0
2023-06-27,0.88,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8699999999999997,1350000000.0
2023-06-26,0.88,0.5,0.0,0.97,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8699999999999997,1350000000.0
