LEI,Name,DE_name,FR_name,IT_name,Entity_status,Registration_status,Conformity_flag,Legal_country,Legal_region,Legal_address,Legal_lat,Legal_lng,HQ_country,HQ_region,HQ_address,HQ_lat,HQ_lng,Legal_form_code,Legal_form_name,Parent,Registration_date,Selectable,Record_retrieved
54930035XZQJY6VCW995,"COATUE MANAGEMENT, L.L.C.","COATUE MANAGEMENT, L.L.C.","COATUE MANAGEMENT, L.L.C.",COATUE MANAGEMENT L.L.C.,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 9 West 57th Street 25th Floor",40.7636223,-73.9750402,HZEH,Limited Liability Company,,8/31/1999,,4/18/2025
254900V4U8C1A1VZ9R22,"COLTRANE ASSET MANAGEMENT, L.P.","COLTRANE ASSET MANAGEMENT, L.P.",,"COLTRANE ASSET MANAGEMENT, L.P.",ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, NEW CASTLE, 251 LITTLE FALLS DRIVE c/o CORPORATION SERVICE COMPANY",39.7611478,-75.6226616,US,US-DE,"WILMINGTON, NEW CASTLE, 251 LITTLE FALLS DRIVE c/o CORPORATION SERVICE COMPANY",39.7611478,-75.6226616,T91T,Limited Partnership,,2/14/2022,,4/18/2025
549300EVZ8LTC6G6VT17,"COLTRANE MASTER FUND, L.P.",,"COLTRANE MASTER FUND, L.P.",,ACTIVE,ISSUED,CONFORMING,KY,,"Camana Bay, Grand Cayman, 94 Solaris Avenue, P. O. Box 1348",19.3226449,-81.376925,US,US-NY,"New York, 250 West 55th Street, 25B",40.7650587,-73.9832996,XAQA,limited partnership,254900V4U8C1A1VZ9R22,5/30/2012,,4/18/2025
549300EP2XXFIQ5X7786,COLUMBUS CIRCLE INVESTORS,COLUMBUS CIRCLE INVESTORS,,,ACTIVE,LAPSED,NON_CONFORMING,US,US-CT,"Stamford, One Station Place",41.0467105,-73.5413019,US,US-CT,"Stamford, One Station Place",41.0467105,-73.5413019,8888,FUND,,10/2/2017,,4/18/2025
549300XVX68WJNSDRE10,CONATUS CAPITAL MANAGEMENT LP,,CONATUS CAPITAL MANAGEMENT LP,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"Dover, C/O Cogency Global Inc. 850 New Burton Road Suite 201",39.1487234,-75.5303148,US,US-CT,"Greenwich, 4th Floor Two Greenwich Plaza",41.0207897,-73.6248295,T91T,Limited Partnership,,12/7/2012,,4/18/2025
2138001AYJEAOQJ2IF51,CONCORD HOLDINGS LIMITED,,CONCORD HOLDINGS LIMITED,,INACTIVE,RETIRED,NOT_APPLICABLE,KY,,"GEORGE TOWN, C/O WALKERS CORPORATE LIMITED CAYMAN CORPORATE CENTRE 27 HOSPITAL ROAD",19.2919429,-81.379984,KY,,"GEORGE TOWN, C/O WALKERS CORPORATE LIMITED CAYMAN CORPORATE CENTRE 27 HOSPITAL ROAD",19.2919429,-81.379984,OSBR,company limited by shares,,12/29/2022,,4/18/2025
549300CNWH54BTXURM94,"CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD","CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD",,,ACTIVE,ISSUED,CONFORMING,CA,CA-BC,"Vancouver, 1111 West Georgia Street",49.2861562,-123.1230732,CA,CA-BC,"Vancouver, 1111 West Georgia Street",49.2861562,-123.1230732,YG5M,Company (includes community contribution company and unlimited liability company),,12/31/2011,,4/18/2025
549300CNWH54BTXURM94,"CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD.","CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD.","CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD.","CONNOR, CLARK & LUNN INVESTMENT MANAGEMENT LTD.",ACTIVE,ISSUED,CONFORMING,CA,CA-BC,"Vancouver, 1111 West Georgia Street",49.2861562,-123.1230732,CA,CA-BC,"Vancouver, 1111 West Georgia Street",49.2861562,-123.1230732,YG5M,Company (includes community contribution company and unlimited liability company),,12/31/2011,,4/18/2025
4578L8WQPBD26TKXCP02,CONTOUR ASSET MANAGEMENT LLC,CONTOUR ASSET MANAGEMENT,CONTOUR ASSET MANAGEMENT LLC,CONTOUR ASSET MANAGEMENT LLC,ACTIVE,ISSUED,CONFORMING,US,US-NY,"ALBANY, C/O CORPORATION SERVICE COMPANY 80 STATE STREET",42.649425,-73.752613,US,US-NY,"ALBANY, 80 STATE STREET",42.649425,-73.752613,SDX0,Limited Liability Company,,7/9/2010,,4/18/2025
-039-,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS,,,CORNERSTONE CAPITAL MANAGEMENT HOLDINGS,,,,,,,,,,,,,,,,,,,
5493008AALHLO4NIV798,CORVEX MANAGEMENT LP,CORVEX MANAGEMENT LP,CORVEX MANAGEMENT LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 667 Madison Avenue",40.7644359,-73.9701995,T91T,Limited Partnership,,12/8/2010,,4/18/2025
213800VYVNUFHDOEFT08,COVALIS CAPITAL LLP,COVALIS CAPITAL LLP,COVALIS CAPITAL LLP,COVALIS CAPITAL LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 2ND FLOOR 11 CHARLES II STREET",51.507918,-0.1336287,GB,GB-LND,"LONDON, 2ND FLOOR 11 CHARLES II STREET",51.507918,-0.1336287,Z0EY,Limited Liability Partnership,,5/11/2012,,4/18/2025
FJGXH83P6BIM3DIKIU26,"CPMG, INC.","CPMG, INC.",,,ACTIVE,LAPSED,NON_CONFORMING,US,US-TX,"DALLAS, C/O JOHN E BATEMAN 4215 W LOVERS LANE SUITE 100",32.851584,-96.8381409,US,US-TX,"Dallas, 4215 W LOVERS LANE Suite 100",32.851584,-96.8381409,C5K7,For-Profit Corporation,,12/9/2003,,4/18/2025
5493001Q61UH59LGPR09,CQS (UK) LLP,CQS (UK) LLP,CQS (UK) LLP,CQS (UK) LLP,ACTIVE,ISSUED,CONFORMING,GB,,"London, 4th Floor One Strand",51.5072178,-0.1275862,GB,,"London, 4th Floor One Strand",51.5072178,-0.1275862,Z0EY,Limited Liability Partnership,,3/27/2004,,4/18/2025
-040-,CQS CONVERTIBLE AND QUANTITATIVE STRATEGIES MASTER FUND LIMITED,CQS CONVERTIBLE AND QUANTITATIVE STRATEGIES MASTER FUND LIMITED,,,,,,,,,,,,,,,,,,,,,
N4JDFKKH2FTD8RKFXO39,CREDIT INDUSTRIEL ET COMMERCIAL,,CREDIT INDUSTRIEL ET COMMERCIAL,CRÉDIT INDUSTRIEL ET COMMERCIAL,ACTIVE,ISSUED,CONFORMING,FR,,"PARIS, 6 AVENUE DE PROVENCE",48.8749071,2.3350061,FR,,"PARIS, 6 AVENUE DE PROVENCE",48.8749071,2.3350061,K65D,SA à conseil d'administration (s.a.i.),VBHFXSYT7OG62HNT8T76,12/31/1953,,4/18/2025
E58DKGMJYYYJLN8C3868,CREDIT SUISSE INTERNATIONAL,CREDIT SUISSE INTERNATIONAL,,,ACTIVE,ISSUED,NON_CONFORMING,GB,,"LONDON, ONE CABOT SQUARE",51.5059714,-0.0236415,GB,,"LONDON, ONE CABOT SQUARE",51.5059714,-0.0236415,57V7,Private Unlimited,,5/9/1990,,4/18/2025
DL6FFRRLF74S01HE2M14,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,CREDIT SUISSE SECURITIES (EUROPE) LIMITED,,ACTIVE,ISSUED,NON_CONFORMING,GB,,"LONDON, ONE CABOT SQUARE",51.5059714,-0.0236415,GB,,"LONDON, ONE CABOT SQUARE",51.5059714,-0.0236415,H0PO,Private Limited Company,,11/9/1966,,4/18/2025
-041-,CREDIT SUISSE SECURITIES (EUROPE) LTD,,,CREDIT SUISSE SECURITIES (EUROPE) LTD,,,,,,,,,,,,,,,,,,,
-042-,"CRESCENT PARK MANAGEMENT, L.P.","CRESCENT PARK MANAGEMENT, L.P.",,,,,,,,,,,,,,,,,,,,,
-043-,"CRESTWOOD CAPITAL MANAGEMENT, L.P.","CRESTWOOD CAPITAL MANAGEMENT, L.P.",,,,,,,,,,,,,,,,,,,,,
-044-,"CRITERION CAPITAL MANAGEMENT, LLC","CRITERION CAPITAL MANAGEMENT, LLC",,,,,,,,,,,,,,,,,,,,,
-045-,CRÉDIT INDUSTRIEL ET COMMERCIAL,CRÉDIT INDUSTRIEL ET COMMERCIAL,,,,,,,,,,,,,,,,,,,,,
549300A1ZLHM70N6U553,CUBIST SYSTEMATIC STRATEGIES LLC,CUBIST SYSTEMATIC STRATEGIES LLC,,,ACTIVE,ISSUED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-CT,"STAMFORD, 72 CUMMINGS POINT ROAD",41.0275839,-73.5536563,HZEH,Limited Liability Company,549300GHZ48Y72I6HZ24,3/11/2014,,4/18/2025
549300A1ZLHM70N6U553,"CUBIST SYSTEMATIC STRATEGIES, LLC","CUBIST SYSTEMATIC STRATEGIES, LLC","CUBIST SYSTEMATIC STRATEGIES, LLC","CUBIST SYSTEMATIC STRATEGIES, LLC",ACTIVE,ISSUED,NON_CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-CT,"STAMFORD, 72 CUMMINGS POINT ROAD",41.0275839,-73.5536563,HZEH,Limited Liability Company,549300GHZ48Y72I6HZ24,3/11/2014,,4/18/2025
GWZN6C2QDK89SPA3EC28,"CYRUS CAPITAL PARTNERS, L.P.",,"CYRUS CAPITAL PARTNERS, L.P.",,ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"NEW YORK, 65 EAST 55TH STREET",40.760928,-73.9721295,T91T,Limited Partnership,,4/2/2000,,4/18/2025
549300C4RWHVOOSD9T96,"D. E. SHAW & CO. (LONDON), LLP","D.E. SHAW & CO. (LONDON), LLP","D. E. SHAW & CO. (LONDON), LLP","D. E. SHAW & CO. (LONDON), LLP",ACTIVE,ISSUED,NON_CONFORMING,GB,,"London, 55 Baker Street Seventh Floor",51.5187162,-0.1567384,GB,,"London, 55 Baker Street Seventh Floor",51.5187162,-0.1567384,Z0EY,Limited Liability Partnership,,8/21/2012,,4/18/2025
-046-,"D. E. SHAW & CO. (U.K.), LTD.","D. E. SHAW & CO. (U.K.), LTD.",,,,,,,,,,,,,,,,,,,,,
TNWE6LERP1CI9IDAZB80,"D. E. SHAW & CO., L.P.","D. E. SHAW & CO., L.P.","D. E. SHAW & CO., L.P.","D. E. SHAW & CO., L.P.",ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-DE,"WILMINGTON, CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,T91T,Limited Partnership,,12/15/1992,,4/18/2025
VYVX36BWSTBFZAP9H789,"D. E. SHAW VALENCE INTERNATIONAL, INC.","D. E. SHAW VALENCE INTERNATIONAL, INC.",,,ACTIVE,ISSUED,CONFORMING,VG,,"Road Town, C/O Maples Corporate Services (BVI) Limited Kingston Chambers PO Box 173 Tortola",18.4286115,-64.6184657,VG,,"Road Town, Kingston Chambers PO Box 173",18.4286115,-64.6184657,6EH6,company limited by shares,,2/3/1999,,4/18/2025
5493004R1QTG26U4DV34,D1 CAPITAL PARTNERS L.P.,D1 CAPITAL PARTNERS L.P.,D1 CAPITAL PARTNERS L.P.,D1 CAPITAL PARTNERS LP,ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"New York, 9 West 57th Street 36th Floor",40.7636223,-73.9750402,T91T,Limited Partnership,,6/14/2017,,4/18/2025
213800X6OR959L7HXB53,DALTON STRATEGIC PARTNERSHIP LLP,DALTON STRATEGIC PARTNERSHIP LLP,DALTON STRATEGIC PARTNERSHIP LLP,DALTON STRATEGIC PARTNERSHIP LLP,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-LND,"London, 4th Floor 16 Palace Street",51.4985037,-0.1411481,GB,GB-LND,"London, 4th Floor 16 Palace Street",51.4985037,-0.1411481,Z0EY,Limited Liability Partnership,,4/3/2002,,4/18/2025
MAES062Z21O4RZ2U7M96,DANSKE BANK A/S,DANSKE BANK A/S,,,ACTIVE,ISSUED,CONFORMING,DK,DK-84,"København V, Bernstorffsgade 40",55.6695273,12.569754,DK,DK-84,"København V, Bernstorffsgade 40",55.6695273,12.569754,ZRPO,Aktieselskab,,10/16/1999,,4/18/2025
549300GV5O2YDK175Q20,DARSANA CAPITAL PARTNERS LP,DARSANA CAPITAL PARTNERS LP,DARSANA CAPITAL PARTNERS LP,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 40 West 57th Street 22nd Floor",40.763705,-73.9762452,T91T,Limited Partnership,,1/28/2014,,4/18/2025
549300IXFRQ0X4OL3T15,DAVIDSON KEMPNER ASIA LIMITED,DAVIDSON KEMPNER ASIA LIMITED,,,ACTIVE,ISSUED,CONFORMING,HK,,"Hong Kong, 15th Floor LHT Tower,31 Queen's Road Central Central and Western District",22.2821589,114.1566345,HK,,"Hong Kong, 15th Floor LHT Tower,31 Queen's Road Central Central and Western District",22.2821589,114.1566345,254M,Si ren gu fen you xian gong si,,7/3/2008,,4/18/2025
NNFKLG7J450Q3CHNMU17,DAVIDSON KEMPNER CAPITAL MANAGEMENT LLC,DAVIDSON KEMPNER CAPITAL MANAGEMENT LLC,,,,DUPLICATE,NOT_APPLICABLE,US,US-NY,"New York, 19th Floor 65 East 55th Street",40.760928,-73.9721295,US,US-NY,"New York, 19th Floor 65 East 55th Street",40.760928,-73.9721295,9999,LIMITED LIABILITY COMPANY,,6/6/2012,,4/18/2025
549300E9FFP584S20Y95,DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,,DAVIDSON KEMPNER CAPITAL MANAGEMENT LP,ACTIVE,ISSUED,CONFORMING,US,US-DE,"Dover, C/o Cogency Global Inc. 850 New Burton Road Suite 201",39.1487234,-75.5303148,US,US-NY,"New York, 30th Floor 520 Madison Avenue",40.7602617,-73.97463,T91T,Limited Partnership,,9/20/1995,,4/18/2025
TIJEY45X097ZK7UNQS80,"DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP","DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP","DAVIDSON KEMPNER EUROPEAN PARTNERS, LLP",DAVIDSON KEMPNER EUROPEAN PARTNERS,ACTIVE,ISSUED,CONFORMING,GB,,"READING, 4TH FLOOR PHOENIX HOUSE 1 STATION HILL, BERKSHIRE",51.4589327,-0.9751787,GB,,"READING, 4TH FLOOR PHOENIX HOUSE 1 STATION HILL, BERKSHIRE",51.4589327,-0.9751787,Z0EY,Limited Liability Partnership,,5/20/2004,,4/18/2025
5493009YAY9MTF1EQS20,DEERFIELD MANAGEMENT COMPANY,DEERFIELD MANAGEMENT COMPANY,,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 345 Park Avenue South 12th Floor",40.741659,-73.984885,T91T,Limited Partnership,,1/1/2005,,4/18/2025
529900PFF9X64CHQBB08,DERO BANK AG,DERO BANK AG,,,ACTIVE,LAPSED,NON_CONFORMING,DE,DE-BY,"München, Herzog-Wilhelm-Str. 26",48.1350145,11.5666103,DE,DE-BY,"München, Herzog-Wilhelm-Str. 26",48.1350145,11.5666103,6QQB,Aktiengesellschaft,,3/20/2015,,4/18/2025
57RU0MB3R5YUONV66K27,"DISCOVERY CAPITAL MANAGEMENT, LLC","DISCOVERY CAPITAL MANAGEMENT, LLC","DISCOVERY CAPITAL MANAGEMENT, LLC","DISCOVERY CAPITAL MANAGEMENT, LLC",ACTIVE,ISSUED,CONFORMING,US,US-CT,"NORWALK, 20 MARSHALL ST STE 310",41.1138517,-73.4076534,US,US-CT,"NORWALK, 20 MARSHALL ST STE 310",41.1138517,-73.4076534,Y182,Limited Liability Company,,4/25/1999,,4/18/2025
549300MX4M35DP7FZQ31,DNB ASSET MANAGEMENT AS,DNB ASSET MANAGEMENT AS,DNB ASSET MANAGEMENT AS,,ACTIVE,ISSUED,CONFORMING,NO,NO-03,"OSLO, Bygg M-12 Dronning Eufemias gate 30",59.907558,10.7598981,NO,NO-03,"OSLO, Bygg M-12 Dronning Eufemias gate 30",59.907558,10.7598981,YI42,Aksjeselskap,,8/25/1998,,4/18/2025
213800VD1J4J4QUU5402,DSAM PARTNERS (LONDON) LTD,DSAM PARTNERS (LONDON) LTD,DSAM PARTNERS (LONDON) LTD,DSAM PARTNERS (LONDON) LTD,ACTIVE,LAPSED,NON_CONFORMING,GB,,"London, 10 Albemarle Street, Fifth Floor",51.5088941,-0.1415582,GB,,"LONDON, 10 Albemarle Street, Fifth Floor",51.5088941,-0.1415582,H0PO,Private Limited Company,,7/16/2015,,4/18/2025
549300WS14URDUZD4R17,DSAM PARTNERS LLP,DSAM PARTNERS LLP,,,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-EAL,"LONDON, 1ST FLOOR 14-15 CONDUIT STREET",51.5124498,-0.1418118,GB,GB-EAL,"LONDON, 14-15 CONDUIT STREET",51.5124498,-0.1418118,Z0EY,Limited Liability Partnership,,10/11/2013,,4/18/2025
-047-,DULCET CAPITAL MANAGEMENT LP,DULCET CAPITAL MANAGEMENT LP,,,,,,,,,,,,,,,,,,,,,
5493003OVSMJMOFRLY57,DUQUESNE FAMILY OFFICE LLC,DUQUESNE FAMILY OFFICE LLC,,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"ALBANY, 80 STATE STREET",42.649425,-73.752613,HZEH,Limited Liability Company,,10/18/2010,,4/18/2025
6T1RWI7BM3QQQSBWST83,ECHO STREET CAPITAL MANAGEMENT LLC,,ECHO STREET CAPITAL MANAGEMENT LLC,"ECHO STREET CAPITAL MANAGEMENT, LLC",ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 12 East 49th Street 44th Floor",40.7572312,-73.9769653,HZEH,Limited Liability Company,,2/13/2002,,4/18/2025
549300TZMX5U6FHUO166,EGERTON CAPITAL (UK) LLP,EGERTON CAPITAL (UK) LLP,EGERTON CAPITAL (UK) LLP,EGERTON CAPITAL (UK) LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, STRATTON HOUSE 5 STRATTON STREET",51.5072017,-0.1436398,GB,GB-LND,"LONDON, STRATTON HOUSE 5 STRATTON STREET",51.5072017,-0.1436398,Z0EY,Limited Liability Partnership,,2/17/2013,,4/18/2025
-048-,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP,EGERTON CAPITAL LIMITED AS GENERAL PARTNER OF EGERTON CAPITAL LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,
-049-,EISENSTAT CAPITAL PARTNERS MASTER FUND LP,EISENSTAT CAPITAL PARTNERS MASTER FUND LP,,,,,,,,,,,,,,,,,,,,,
-050-,EISLER CAPITAL (UK) LTD,EISLER CAPITAL (UK) LTD,,,,,,,,,,,,,,,,,,,,,
2138006AZELNYKR3A325,ELEVA CAPITAL,ELEVA CAPITAL,ELEVA CAPITAL,ELEVA CAPITAL,ACTIVE,ISSUED,CONFORMING,FR,FR-IDF,"PARIS, 61 RUE DES BELLES FEUILLES",48.8689641,2.2796305,FR,FR-IDF,"PARIS, 61 RUE DES BELLES FEUILLES",48.8689641,2.2796305,6CHY,société par actions simplifiée,,5/2/2017,,4/18/2025
-051-,ELEVA CAPITAL SAS,ELEVA CAPITAL SAS,,,,,,,,,,,,,,,,,,,,,
5493005TQOP9MM1IWS46,"ELLIOTT CAPITAL ADVISORS, LP","ELLIOTT CAPITAL ADVISORS, L.P.",,"ELLIOTT CAPITAL ADVISORS, LP",ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-FL,"West Palm Beach, 360 S Rosemary Ave, 18th Floor",26.7109935,-80.056723,T91T,Limited Partnership,,6/18/1997,,4/18/2025
549300BDNYJY0DGFP525,ELLIOTT INVESTMENT MANAGEMENT L.P.,ELLIOTT INVESTMENT MANAGEMENT L.P.,ELLIOTT INVESTMENT MANAGEMENT L.P.,,ACTIVE,ISSUED,NON_CONFORMING,US,US-DE,"Wilmington, C/O The Corporation Trust Company Corporation Trust Center 1209 Orange Street",34.2103894,-77.8868117,US,US-FL,"West Palm Beach, 360 S. Rosemary Ave 18th Floor",26.7109935,-80.056723,T91T,Limited Partnership,,9/16/2019,,4/18/2025
SUHPWJ4TBNAH1YMQM073,ELLIOTT MANAGEMENT CORPORATION,,ELLIOTT MANAGEMENT CORPORATION,,ACTIVE,ISSUED,CONFORMING,US,US-DE,"WILMINGTON, C/O THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST",39.7484301,-75.5477307,US,US-NY,"New York, 40 West 57th Street 4th Floor",40.763705,-73.9762452,XTIQ,Corporation,,10/27/1994,,4/18/2025
969500DEKQHM09GPQM16,ELLIPSIS ASSET MANAGEMENT,,ELLIPSIS ASSET MANAGEMENT,,ACTIVE,ISSUED,CONFORMING,FR,,"PARIS, 112 AVENUE KLEBER",48.8645394,2.2879058,FR,,"PARIS, 112 AVENUE KLEBER",48.8645394,2.2879058,5VCF,SA à directoire (s.a.i.),R0MUWSFPU8MPRO8K5P83,6/12/2008,,4/18/2025
DOS7WQ4WM5KE7ENZTD71,EMERGING SOVEREIGN GROUP LLC,"EMERGING SOVEREIGN GROUP, LLC",EMERGING SOVEREIGN GROUP LLC,,INACTIVE,RETIRED,NOT_APPLICABLE,US,US-DE,"WILMINGTON, C/O CORPORATION SERVICE COMPANY 251 LITTLE FALLS DRIVE",39.7611478,-75.6226616,US,US-NY,"New York, 41st Floor 520 Madison Avenue",40.7602617,-73.97463,9999,LIMITED LIABILITY COMPANY,,6/6/2012,,4/18/2025
549300A7I33B1R3UGS67,"EMINENCE CAPITAL, LP","EMINENCE CAPITAL, LP","EMINENCE CAPITAL, LP","EMINENCE CAPITAL, LP",ACTIVE,ISSUED,CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"New York, 399 Park Avenue",40.7588955,-73.9713917,T91T,Limited Partnership,,6/12/2014,,4/18/2025
549300G53VHDLS1TWT92,EMS CAPITAL LP,,EMS CAPITAL LP,,ACTIVE,LAPSED,NON_CONFORMING,US,US-DE,"DOVER, C/O COGENCY GLOBAL INC. 850 NEW BURTON ROAD SUITE 201",39.1487234,-75.5303148,US,US-NY,"New York, 46th Floor 767 5th Avenue",40.7635906,-73.9724052,T91T,Limited Partnership,,6/26/2007,,4/18/2025
213800SUSFNTC483SE43,ENA INVESTMENT CAPITAL LLP,ENA INVESTMENT CAPITAL LLP,ENA INVESTMENT CAPITAL LLP,ENA INVESTMENT CAPITAL LLP,ACTIVE,ISSUED,NON_CONFORMING,GB,GB-LND,"LONDON, CARRINGTON HOUSE 126-130 REGENT STREET",51.5110573,-0.1383814,GB,GB-LND,"LONDON, CARRINGTON HOUSE 126-130 REGENT STREET",51.5110573,-0.1383814,Z0EY,Limited Liability Partnership,,8/2/2012,,4/18/2025
213800TIFVQNMLHI1C63,ENGADINE PARTNERS LLP,ENGADINE PARTNERS LLP,ENGADINE PARTNERS LLP,ENGADINE PARTNERS LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 39 ST. JAMES'S STREET",51.5076866,-0.1401224,GB,GB-LND,"LONDON, 39 ST. JAMES'S STREET",51.5076866,-0.1401224,Z0EY,Limited Liability Partnership,,8/3/2016,,4/18/2025
213800S2TA8P2U4L5P50,ENNISMORE FUND MANAGEMENT LIMITED,ENNISMORE FUND MANAGEMENT LIMITED,ENNISMORE FUND MANAGEMENT LIMITED,ENNISMORE FUND MANAGEMENT LIMITED,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, KENSINGTON CLOISTERS 5 KENSINGTON CHURCH STREET",51.5027465,-0.1915128,GB,GB-LND,"LONDON, KENSINGTON CLOISTERS 5 KENSINGTON CHURCH STREET",51.5027465,-0.1915128,H0PO,Private Limited Company,,7/9/1998,,4/18/2025
213800ZDALW8Y45E9H34,ENVESTRA CAPITAL LLP,ENVESTRA CAPITAL LLP,ENVESTRA CAPITAL LLP,ENVESTRA CAPITAL LLP,ACTIVE,ISSUED,CONFORMING,GB,GB-LND,"LONDON, 3RD FLOOR,184-186 REGENT STREET",51.5126425,-0.1399408,GB,GB-LND,"LONDON, 3RD FLOOR,184-186 REGENT STREET",51.5126425,-0.1399408,Z0EY,Limited Liability Partnership,,1/12/2023,,4/18/2025
-052-,ESPALIER GLOBAL MANAGEMENT LLC,,ESPALIER GLOBAL MANAGEMENT LLC,,,,,,,,,,,,,,,,,,,,
549300F6JR2R85Z1GZ97,ETON PARK INTERNATIONAL LLP,,ETON PARK INTERNATIONAL LLP,,INACTIVE,RETIRED,NOT_APPLICABLE,GB,GB-EAL,"LONDON, 3RD FLOOR 23 SAVILE ROW",51.5118222,-0.1411329,US,US-NY,"NEW YORK, 10TH FLOOR 399 PARK AVENUE",40.7588955,-73.9713917,Z0EY,Limited Liability Partnership,,8/22/2015,,4/18/2025
-053-,"EVERPOINT ASSET MANAGEMENT, LLC","EVERPOINT ASSET MANAGEMENT, LLC",,,,,,,,,,,,,,,,,,,,,
969500UP76J52A9OXU27,EXANE,,EXANE,EXANE SA,INACTIVE,RETIRED,NOT_APPLICABLE,FR,,"PARIS 2, 6 RUE MENARS",48.869554,2.3374012,FR,,"PARIS 2, 6 RUE MENARS",48.869554,2.3374012,K65D,SA à conseil d'administration (s.a.i.),,6/22/1987,,4/18/2025
969500QCD96QW6JGCN41,EXANE ASSET MANAGEMENT,EXANE ASSET MANAGEMENT,EXANE ASSET MANAGEMENT,EXANE ASSET MANAGEMENT,ACTIVE,ISSUED,CONFORMING,FR,,"PARIS, 11 RUE SCRIBE",48.8716439,2.3305155,FR,,"PARIS, 11 RUE SCRIBE",48.8716439,2.3305155,6CHY,société par actions simplifiée,R0MUWSFPU8MPRO8K5P83,2/14/2001,,4/18/2025
