,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,HK,IE,IT,JE,Market_capitalization,NL,US,Total
2025-04-28,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.41000000000000003
2025-04-27,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.41000000000000003
2025-04-26,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.41000000000000003
2025-04-25,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.41000000000000003
2025-04-24,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-23,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-22,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-21,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-20,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-19,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-18,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-17,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-16,0.03,22,5,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-15,0.03,22,5,6,5,1,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.41000000000000003
2025-04-14,0.03,22,5,6,5,1,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.41000000000000003
2025-04-13,0.03,23,4,6,5,1,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.41000000000000003
2025-04-12,0.03,23,4,6,5,1,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.41000000000000003
2025-04-11,0.03,23,4,6,5,1,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.13,0.42000000000000004
2025-04-10,0.03,23,4,7,5,0,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.4
2025-04-09,0.03,23,4,7,5,0,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.4
2025-04-08,0.03,23,4,7,5,0,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.4
2025-04-07,0.03,23,4,7,5,0,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.41000000000000003
2025-04-06,0.03,23,4,6,6,0,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.39
2025-04-05,0.03,23,4,6,6,0,0.01,0.01,0.01,0.13,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.39
2025-04-04,0.03,23,4,6,6,0,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.4
2025-04-03,0.03,23,4,6,6,0,0.01,0.01,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.4
2025-04-02,0.03,24,3,6,6,0,0.01,0.02,0.01,0.15,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.42
2025-04-01,0.03,24,3,5,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.43
2025-03-31,0.03,24,3,5,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.43
2025-03-30,0.05,24,3,5,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.45
2025-03-29,0.05,24,3,5,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.45
2025-03-28,0.05,24,3,5,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.45
2025-03-27,0.05,24,4,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.11,0.45
2025-03-26,0.05,24,4,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.46
2025-03-25,0.05,24,4,4,7,0,0.01,0.02,0.01,0.15,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.45
2025-03-24,0.05,24,4,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.46
2025-03-23,0.05,23,5,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.46
2025-03-22,0.05,23,5,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.46
2025-03-21,0.05,23,5,4,7,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.46
2025-03-20,0.05,23,5,5,6,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.44000000000000006
2025-03-19,0.05,23,5,5,6,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.44000000000000006
2025-03-18,0.05,23,5,5,6,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.44000000000000006
2025-03-17,0.05,22,6,5,6,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.12,0.44000000000000006
2025-03-16,0.05,22,7,5,5,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.1,0.42000000000000004
2025-03-15,0.05,22,7,5,5,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.1,0.42000000000000004
2025-03-14,0.05,22,7,5,5,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.1,0.42000000000000004
2025-03-13,0.05,22,7,5,5,0,0.01,0.02,0.01,0.14,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.1,0.42000000000000004
2025-03-12,0.05,22,7,5,5,0,0.01,0.02,0.01,0.17,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.09,0.44000000000000006
2025-03-11,0.05,23,6,5,5,0,0.01,0.02,0.01,0.16,0.0,0.0,0.06,0.02,128503080000.0,0.01,0.08,0.42000000000000004
2025-03-10,0.05,22,7,3,7,0,0.01,0.02,0.01,0.17,0.0,0.0,0.06,0.02,128503080000.0,0.02,0.08,0.44000000000000006
2025-03-09,0.05,21,7,4,7,0,0.01,0.02,0.01,0.18,0.0,0.0,0.06,0.02,128503080000.0,0.02,0.08,0.45000000000000007
2025-03-08,0.05,21,7,4,7,0,0.01,0.02,0.01,0.18,0.0,0.0,0.06,0.02,128503080000.0,0.02,0.08,0.45000000000000007
2025-03-07,0.05,21,7,4,7,0,0.01,0.02,0.01,0.18,0.0,0.0,0.06,0.02,128503080000.0,0.02,0.08,0.45000000000000007
2025-03-06,0.05,21,7,4,7,0,0.01,0.02,0.01,0.18,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.46
2025-03-05,0.05,21,7,3,8,0,0.01,0.02,0.01,0.18,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.46
2025-03-04,0.05,21,7,3,8,0,0.01,0.02,0.01,0.19,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.47000000000000003
2025-03-03,0.05,21,7,3,8,0,0.01,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.48000000000000004
2025-03-02,0.05,21,7,3,8,0,0.01,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.48000000000000004
2025-03-01,0.05,21,7,3,8,0,0.01,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.48000000000000004
2025-02-28,0.05,21,7,3,8,0,0.01,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.48000000000000004
2025-02-27,0.09,21,7,3,8,0,0.01,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.52
2025-02-26,0.08,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-25,0.08,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-24,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-23,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-22,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-21,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-20,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-19,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-18,0.07,21,7,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.51
2025-02-17,0.06,22,6,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5
2025-02-16,0.06,22,6,3,8,0,0.01,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5
2025-02-15,0.06,22,6,3,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-14,0.06,22,6,3,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-13,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-12,0.06,21,8,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-11,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-10,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-09,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-08,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-07,0.06,22,7,2,8,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.08,0.5199999999999999
2025-02-06,0.06,23,6,3,7,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49999999999999994
2025-02-05,0.05,23,6,3,7,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49000000000000005
2025-02-04,0.05,23,6,3,7,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49000000000000005
2025-02-03,0.05,23,5,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49000000000000005
2025-02-02,0.05,23,5,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49000000000000005
2025-02-01,0.05,23,5,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128503080000.0,0.03,0.06,0.49000000000000005
2025-01-31,0.05,23,5,5,6,0,0.03,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.5
2025-01-30,0.05,23,5,5,6,0,0.03,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.5
2025-01-29,0.05,23,5,5,6,0,0.03,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.5
2025-01-28,0.05,23,4,6,6,0,0.03,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.5
2025-01-27,0.05,23,4,6,6,0,0.03,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.5
2025-01-26,0.05,21,7,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.49000000000000005
2025-01-25,0.05,21,7,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.49000000000000005
2025-01-24,0.05,21,7,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.49000000000000005
2025-01-23,0.05,21,7,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.49000000000000005
2025-01-22,0.05,21,7,5,6,0,0.03,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.49000000000000005
2025-01-21,0.05,21,7,5,6,0,0.03,0.02,0.01,0.2,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.48000000000000004
2025-01-20,0.05,21,7,4,6,1,0.02,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-19,0.05,21,7,4,6,1,0.02,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-18,0.05,21,7,4,6,1,0.02,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-17,0.05,20,7,5,6,1,0.02,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-16,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-15,0.06,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.51
2025-01-14,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-13,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-12,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-11,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-10,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-09,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-08,0.05,20,6,6,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-07,0.05,20,7,5,6,1,0.02,0.02,0.01,0.21,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-06,0.05,20,7,5,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-05,0.05,20,7,5,6,1,0.02,0.02,0.01,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.5
2025-01-04,0.05,20,7,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-03,0.05,20,7,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.07,0.49000000000000005
2025-01-02,0.05,20,7,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.48000000000000004
2025-01-01,0.05,20,7,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,128473080000.0,0.03,0.06,0.48000000000000004
2024-12-31,0.05,20,7,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-30,0.05,19,8,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-29,0.05,19,8,5,6,1,0.02,0.02,0.0,0.21,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.47000000000000003
2024-12-28,0.05,19,8,5,6,1,0.02,0.02,0.0,0.21,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.47000000000000003
2024-12-27,0.05,19,8,5,6,1,0.02,0.02,0.0,0.21,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.47000000000000003
2024-12-26,0.05,19,9,4,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.48000000000000004
2024-12-25,0.05,19,8,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.48000000000000004
2024-12-24,0.05,19,8,5,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.06,0.48000000000000004
2024-12-23,0.05,20,8,4,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-22,0.05,19,9,4,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-21,0.05,19,9,4,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-20,0.05,19,9,4,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.06,0.02,127618790000.0,0.03,0.07,0.49000000000000005
2024-12-19,0.05,22,7,3,6,1,0.02,0.02,0.0,0.22,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.06,0.43
2024-12-18,0.05,22,7,4,5,1,0.02,0.02,0.0,0.22,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.06,0.43
2024-12-17,0.05,20,8,4,6,1,0.02,0.02,0.0,0.23,0.0,0.01,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-16,0.05,20,8,4,6,1,0.02,0.02,0.0,0.23,0.0,0.01,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-15,0.05,21,7,4,6,1,0.02,0.02,0.0,0.23,0.0,0.01,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-14,0.05,21,7,4,6,1,0.02,0.02,0.0,0.23,0.0,0.01,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-13,0.05,21,7,4,6,1,0.02,0.02,0.0,0.23,0.0,0.01,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-12,0.05,21,7,5,5,1,0.02,0.02,0.0,0.23,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.06,0.44
2024-12-11,0.05,21,7,5,5,1,0.02,0.02,0.0,0.23,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.06,0.44
2024-12-10,0.05,21,7,4,6,1,0.02,0.02,0.0,0.24,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.06,0.45
2024-12-09,0.05,21,7,4,5,2,0.02,0.02,0.0,0.75,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.07,0.97
2024-12-08,0.05,21,7,4,5,2,0.02,0.02,0.0,0.75,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.07,0.97
2024-12-07,0.05,21,7,4,5,2,0.02,0.02,0.0,0.75,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.07,0.97
2024-12-06,0.05,21,7,4,5,2,0.02,0.02,0.0,0.75,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.99
2024-12-05,0.05,21,6,4,5,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.55
2024-12-04,0.05,21,6,4,5,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.55
2024-12-03,0.05,21,6,4,5,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.55
2024-12-02,0.04,21,7,4,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-12-01,0.04,21,7,4,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-30,0.04,21,7,4,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-29,0.04,21,7,4,4,3,0.02,0.02,0.0,0.33,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.55
2024-11-28,0.04,22,6,4,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.54
2024-11-27,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-26,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-25,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-24,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.54
2024-11-23,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.54
2024-11-22,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.54
2024-11-21,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.54
2024-11-20,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-19,0.03,21,8,3,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.08,0.53
2024-11-18,0.03,21,7,4,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.0,0.02,127618790000.0,0.04,0.09,0.54
2024-11-17,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-16,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-15,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-14,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-13,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-12,0.03,20,7,5,4,3,0.02,0.02,0.0,0.32,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.59
2024-11-11,0.02,21,6,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.57
2024-11-10,0.02,22,5,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.57
2024-11-09,0.02,22,5,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.57
2024-11-08,0.02,22,5,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.57
2024-11-07,0.03,24,3,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-06,0.03,24,3,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-05,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-04,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-03,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-02,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-11-01,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127618790000.0,0.04,0.08,0.58
2024-10-31,0.03,23,4,5,4,3,0.02,0.02,0.0,0.31,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.57
2024-10-30,0.03,23,4,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5599999999999999
2024-10-29,0.02,23,4,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
2024-10-28,0.02,24,3,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
2024-10-27,0.02,24,3,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
2024-10-26,0.02,24,3,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
2024-10-25,0.02,24,3,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
2024-10-24,0.02,25,2,5,4,3,0.02,0.02,0.0,0.3,0.0,0.0,0.06,0.02,127798790000.0,0.03,0.08,0.5499999999999999
