,-unknown-,<05,<1,<2,<5,>=5,CA,CH,FR,GB,IE,IT,Market_capitalization,NL,US,Total
2025-05-05,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-05-04,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-05-03,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-05-02,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-05-01,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-30,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-29,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-28,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-27,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-26,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-25,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-24,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-23,0.05,17,4,2,1,0,0.0,0.0,0.05,0.3,0.0,0.0,70586640000.0,0.06,0.14,0.6000000000000001
2025-04-22,0.05,16,5,2,1,0,0.0,0.0,0.05,0.31,0.0,0.0,70586640000.0,0.06,0.14,0.6100000000000001
2025-04-21,0.05,15,6,2,1,0,0.0,0.0,0.05,0.32,0.0,0.0,70586640000.0,0.06,0.14,0.6200000000000001
2025-04-20,0.05,15,6,2,1,0,0.0,0.0,0.05,0.32,0.0,0.0,70586640000.0,0.06,0.14,0.6200000000000001
2025-04-19,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-18,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-17,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-16,0.05,14,6,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.15,0.64
2025-04-15,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-14,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-13,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-12,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-11,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-10,0.05,15,5,3,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.14,0.6300000000000001
2025-04-09,0.05,15,4,4,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.29,0.78
2025-04-08,0.05,15,4,4,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.28,0.77
2025-04-07,0.05,15,4,4,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.28,0.77
2025-04-06,0.05,15,4,4,1,0,0.0,0.0,0.05,0.33,0.0,0.0,70586640000.0,0.06,0.3,0.79
2025-04-05,0.05,15,4,4,1,0,0.0,0.0,0.05,0.39,0.0,0.0,70586640000.0,0.06,0.3,0.8500000000000001
2025-04-04,0.05,15,4,4,1,0,0.0,0.0,0.05,0.39,0.0,0.0,70586640000.0,0.06,0.3,0.8500000000000001
2025-04-03,0.05,15,4,4,1,0,0.0,0.0,0.05,0.42,0.0,0.0,70586640000.0,0.06,0.3,0.8800000000000001
2025-04-02,0.05,15,3,5,1,0,0.0,0.0,0.05,0.46,0.0,0.0,70586640000.0,0.06,0.3,0.9200000000000002
2025-04-01,0.05,15,3,5,1,0,0.0,0.0,0.05,0.46,0.0,0.0,70586640000.0,0.06,0.3,0.9200000000000002
2025-03-31,0.05,15,3,5,1,0,0.0,0.0,0.05,0.46,0.0,0.0,70586640000.0,0.06,0.3,0.9200000000000002
2025-03-30,0.05,15,3,5,1,0,0.0,0.0,0.05,0.47,0.0,0.0,70586640000.0,0.06,0.3,0.9299999999999999
2025-03-29,0.05,15,3,5,1,0,0.0,0.0,0.05,0.47,0.0,0.0,70586640000.0,0.06,0.3,0.9299999999999999
2025-03-28,0.05,15,3,5,1,0,0.0,0.0,0.05,0.47,0.0,0.0,70586640000.0,0.06,0.3,0.9299999999999999
2025-03-27,0.04,15,4,4,1,0,0.0,0.0,0.06,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.77
2025-03-26,0.04,15,4,4,1,0,0.0,0.0,0.06,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.77
2025-03-25,0.04,15,4,4,1,0,0.0,0.0,0.06,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.77
2025-03-24,0.04,15,4,4,1,0,0.0,0.0,0.07,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.78
2025-03-23,0.04,15,4,4,1,0,0.0,0.0,0.07,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.78
2025-03-22,0.04,15,4,4,1,0,0.0,0.0,0.07,0.31,0.0,0.0,70586640000.0,0.06,0.3,0.78
2025-03-21,0.04,14,4,5,1,0,0.0,0.0,0.07,0.35,0.0,0.0,70586640000.0,0.06,0.3,0.8200000000000001
2025-03-20,0.04,14,4,5,1,0,0.0,0.0,0.07,0.35,0.0,0.0,70586640000.0,0.06,0.3,0.8200000000000001
2025-03-19,0.04,14,4,5,1,0,0.0,0.0,0.07,0.35,0.0,0.0,70586640000.0,0.06,0.3,0.8200000000000001
2025-03-18,0.04,14,4,4,2,0,0.0,0.0,0.07,0.35,0.0,0.0,70586640000.0,0.06,0.32,0.8400000000000001
2025-03-17,0.04,13,5,5,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.32,0.8
2025-03-16,0.04,13,5,5,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.32,0.8
2025-03-15,0.04,13,5,5,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.32,0.8
2025-03-14,0.04,13,5,5,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.32,0.8
2025-03-13,0.04,13,5,5,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.34,0.8200000000000001
2025-03-12,0.04,13,4,6,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.36,0.84
2025-03-11,0.04,13,4,6,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.36,0.84
2025-03-10,0.04,13,4,6,1,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.06,0.36,0.84
2025-03-09,0.09,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.07,0.36,0.9
2025-03-08,0.09,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.07,0.36,0.9
2025-03-07,0.09,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.07,0.36,0.9
2025-03-06,0.09,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.07,0.36,0.9
2025-03-05,0.08,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.08,0.37,0.9099999999999999
2025-03-04,0.08,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.08,0.37,0.9099999999999999
2025-03-03,0.08,12,5,5,2,0,0.0,0.0,0.09,0.29,0.0,0.0,70586640000.0,0.08,0.37,0.9099999999999999
2025-03-02,0.08,12,5,5,2,0,0.0,0.0,0.09,0.28,0.0,0.0,70586640000.0,0.08,0.36,0.89
2025-03-01,0.08,12,5,5,2,0,0.0,0.0,0.09,0.28,0.0,0.0,70586640000.0,0.08,0.36,0.89
2025-02-28,0.08,12,5,5,1,1,0.0,0.0,0.09,0.28,0.0,0.0,70586640000.0,0.08,0.37,0.9
2025-02-27,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.37,0.9
2025-02-26,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.37,0.9
2025-02-25,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.39,0.92
2025-02-24,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.38,0.91
2025-02-23,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.39,0.92
2025-02-22,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.39,0.92
2025-02-21,0.09,12,5,5,1,1,0.0,0.0,0.08,0.28,0.0,0.0,70586640000.0,0.08,0.39,0.92
2025-02-20,0.09,12,5,5,1,1,0.0,0.0,0.07,0.28,0.0,0.0,70586640000.0,0.09,0.39,0.92
2025-02-19,0.06,12,6,4,1,1,0.0,0.0,0.07,0.28,0.0,0.0,70586640000.0,0.09,0.39,0.89
2025-02-18,0.06,12,6,4,1,1,0.0,0.0,0.07,0.29,0.0,0.0,70586640000.0,0.09,0.39,0.9
2025-02-17,0.06,12,7,3,1,1,0.0,0.0,0.0,0.29,0.0,0.0,70586640000.0,0.09,0.39,0.83
2025-02-16,0.06,12,6,4,1,1,0.0,0.0,0.0,0.33,0.0,0.0,70586640000.0,0.09,0.4,0.88
2025-02-15,0.06,12,6,4,1,1,0.0,0.0,0.0,0.33,0.0,0.0,70586640000.0,0.09,0.4,0.88
2025-02-14,0.06,12,6,4,1,1,0.0,0.0,0.0,0.33,0.0,0.0,70586640000.0,0.09,0.4,0.88
2025-02-13,0.06,12,6,3,2,1,0.0,0.0,0.0,0.33,0.0,0.0,70586640000.0,0.1,0.39,0.88
2025-02-12,0.07,11,7,3,2,1,0.0,0.0,0.0,0.33,0.0,0.0,70586640000.0,0.1,0.39,0.89
2025-02-11,0.07,11,7,3,2,1,0.0,0.0,0.0,0.34,0.0,0.0,70586640000.0,0.1,0.39,0.9
2025-02-10,0.07,11,7,3,2,1,0.0,0.0,0.0,0.34,0.0,0.0,70586640000.0,0.1,0.39,0.9
2025-02-09,0.07,11,7,3,2,1,0.0,0.0,0.0,0.34,0.0,0.0,70586640000.0,0.1,0.39,0.9
2025-02-08,0.07,11,7,3,2,1,0.0,0.0,0.0,0.34,0.0,0.0,70586640000.0,0.1,0.39,0.9
2025-02-07,0.07,11,7,3,2,1,0.0,0.0,0.0,0.34,0.0,0.0,70586640000.0,0.1,0.39,0.9
2025-02-06,0.07,11,7,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.37,0.89
2025-02-05,0.07,11,7,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.37,0.89
2025-02-04,0.07,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.73
2025-02-03,0.06,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.72
2025-02-02,0.06,11,7,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.72
2025-02-01,0.06,11,7,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.72
2025-01-31,0.06,11,7,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.72
2025-01-30,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.71
2025-01-29,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.71
2025-01-28,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.71
2025-01-27,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.21,0.71
2025-01-26,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.19,0.69
2025-01-25,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.19,0.69
2025-01-24,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.19,0.69
2025-01-23,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-22,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-21,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-20,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-19,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-18,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-17,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-16,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-15,0.05,12,6,3,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.2,0.7
2025-01-14,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.17,0.67
2025-01-13,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.17,0.67
2025-01-12,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.17,0.67
2025-01-11,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-10,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-09,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-08,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-07,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-06,0.05,11,8,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.18,0.6799999999999999
2025-01-05,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.16,0.66
2025-01-04,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.16,0.66
2025-01-03,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.16,0.66
2025-01-02,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.16,0.66
2025-01-01,0.05,12,7,2,2,1,0.0,0.0,0.0,0.35,0.0,0.0,70586640000.0,0.1,0.16,0.66
2024-12-31,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-30,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-29,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-28,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-27,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-26,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-25,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-24,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-23,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-22,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-21,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-20,0.06,12,7,2,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.15,0.64
2024-12-19,0.06,12,8,1,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.1,0.59
2024-12-18,0.06,12,8,1,2,1,0.0,0.0,0.0,0.33,0.0,0.0,64753760000.0,0.1,0.1,0.59
2024-12-17,0.06,12,7,2,2,1,0.0,0.0,0.0,0.32,0.0,0.0,64753760000.0,0.1,0.1,0.58
2024-12-16,0.06,12,7,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.1,0.57
2024-12-15,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.14,0.61
2024-12-14,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.14,0.61
2024-12-13,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.14,0.61
2024-12-12,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.13,0.6
2024-12-11,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.13,0.6
2024-12-10,0.06,11,8,2,2,1,0.0,0.0,0.0,0.31,0.0,0.0,64753760000.0,0.1,0.13,0.6
2024-12-09,0.06,11,8,2,2,1,0.0,0.0,0.0,0.32,0.0,0.0,64753760000.0,0.1,0.13,0.61
2024-12-08,0.06,11,9,1,2,1,0.0,0.0,0.0,0.32,0.0,0.0,64753760000.0,0.1,0.12,0.6
2024-12-07,0.06,11,9,1,2,1,0.0,0.0,0.0,0.32,0.0,0.0,64753760000.0,0.1,0.12,0.6
2024-12-06,0.06,11,8,2,2,1,0.0,0.0,0.0,0.32,0.0,0.0,64753760000.0,0.1,0.15,0.63
2024-12-05,0.06,12,7,2,2,1,0.0,0.0,0.0,0.36,0.0,0.0,64753760000.0,0.1,0.13,0.65
2024-12-04,0.06,11,8,2,2,1,0.0,0.0,0.0,0.36,0.0,0.0,64753760000.0,0.1,0.13,0.65
2024-12-03,0.06,11,7,3,2,1,0.0,0.0,0.0,0.37,0.0,0.0,64753760000.0,0.1,0.13,0.66
2024-12-02,0.06,11,6,4,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.13,0.69
2024-12-01,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-30,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-29,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-28,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-27,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-26,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-25,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-24,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-23,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-22,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-21,0.06,10,7,4,2,1,0.0,0.0,0.04,0.38,0.0,0.0,64753760000.0,0.1,0.13,0.71
2024-11-20,0.06,10,7,4,2,1,0.0,0.0,0.04,0.4,0.0,0.0,64753760000.0,0.1,0.13,0.73
2024-11-19,0.06,10,7,4,2,1,0.0,0.0,0.04,0.4,0.0,0.0,64753760000.0,0.1,0.13,0.73
2024-11-18,0.06,11,6,4,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.1,0.13,0.7
2024-11-17,0.06,11,6,4,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.1,0.13,0.7
2024-11-16,0.06,11,6,4,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.1,0.13,0.7
2024-11-15,0.06,11,6,4,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.1,0.14,0.71
2024-11-14,0.06,11,6,4,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.1,0.14,0.71
2024-11-13,0.06,11,6,4,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.14,0.7
2024-11-12,0.06,11,7,3,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-11,0.06,11,7,3,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-10,0.06,11,7,3,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-09,0.06,11,7,3,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-08,0.06,11,7,3,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-07,0.06,11,6,4,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-06,0.06,11,5,5,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-05,0.06,12,4,5,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-04,0.06,12,4,5,2,1,0.0,0.0,0.04,0.35,0.0,0.0,64753760000.0,0.1,0.14,0.69
2024-11-03,0.06,12,3,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.14,0.7
2024-11-02,0.06,12,3,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.14,0.7
2024-11-01,0.06,12,3,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-31,0.06,12,3,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.14,0.7
2024-10-30,0.06,12,3,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.1,0.14,0.7
2024-10-29,0.06,13,2,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-28,0.06,13,2,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-27,0.06,13,2,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-26,0.06,13,2,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-25,0.06,13,2,6,2,1,0.0,0.0,0.04,0.36,0.0,0.0,64753760000.0,0.11,0.14,0.71
2024-10-24,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
2024-10-23,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
2024-10-22,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
2024-10-21,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
2024-10-20,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
2024-10-19,0.06,13,2,6,2,1,0.0,0.0,0.04,0.37,0.0,0.0,64753760000.0,0.11,0.14,0.72
