,-unknown-,<05,<1,<2,<5,>=5,AE,CA,FR,GB,HK,IE,JE,KY,Market_capitalization,NL,US,Total
2023-10-14,0.02,1,7,3,1,1,0.0,0.03,0.0,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.09,0.24000000000000002
2023-10-13,0.02,1,6,4,1,1,0.0,0.03,0.01,0.1,0.0,0.0,0.0,0.0,228518680000.0,0.0,0.09,0.25
2023-10-12,0.02,1,6,4,1,1,0.0,0.03,0.01,0.09,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.09,0.25
2023-10-11,0.02,1,6,4,1,1,0.0,0.03,0.01,0.09,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.09,0.25
2023-10-10,0.02,1,6,3,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.09,0.23
2023-10-09,0.0,2,6,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.11,0.23
2023-10-08,0.0,1,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.11,0.23
2023-10-07,0.0,1,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.11,0.23
2023-10-06,0.0,1,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.11,0.23
2023-10-05,0.0,1,6,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.06,0.18
2023-10-04,0.0,1,6,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.06,0.18
2023-10-03,0.0,1,6,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.06,0.18
2023-10-02,0.0,1,6,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.06,0.18
2023-10-01,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228518680000.0,0.0,0.06,0.18
2023-09-30,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.18
2023-09-29,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.18
2023-09-28,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.19
2023-09-27,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.19
2023-09-26,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.19
2023-09-25,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.19
2023-09-24,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.2
2023-09-23,0.0,0,7,2,1,1,0.0,0.03,0.01,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.2
2023-09-22,0.0,0,6,3,1,1,0.0,0.03,0.01,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.21000000000000002
2023-09-21,0.0,0,6,3,1,1,0.0,0.03,0.01,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.21000000000000002
2023-09-20,0.0,0,7,2,1,1,0.0,0.03,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.2
2023-09-19,0.0,1,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.19
2023-09-18,0.0,1,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.08,0.19
2023-09-17,0.0,1,6,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-16,0.0,1,6,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-15,0.0,1,6,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-14,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-13,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-12,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-11,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-10,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-09,0.0,0,7,1,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.19
2023-09-08,0.0,1,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.2
2023-09-07,0.0,1,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.2
2023-09-06,0.0,1,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.09,0.2
2023-09-05,0.0,1,6,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-09-04,0.0,1,6,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-09-03,0.0,1,6,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-09-02,0.0,1,6,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-09-01,0.0,1,6,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-31,0.0,0,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-30,0.0,0,7,1,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-29,0.0,0,6,2,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-28,0.0,0,5,2,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.14
2023-08-27,0.0,0,5,2,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.14
2023-08-26,0.0,0,5,2,1,1,0.0,0.02,0.0,0.07,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.14
2023-08-25,0.0,1,5,2,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.15
2023-08-24,0.0,1,5,2,1,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.15
2023-08-23,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-22,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-21,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-20,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-19,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-18,0.0,1,4,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-17,0.0,0,5,1,2,1,0.0,0.02,0.0,0.08,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.16
2023-08-16,0.0,0,5,2,1,1,0.0,0.02,0.0,0.09,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.16
2023-08-15,0.0,0,5,2,1,1,0.0,0.02,0.0,0.09,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.16
2023-08-14,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.17
2023-08-13,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.17
2023-08-12,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.17
2023-08-11,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.17
2023-08-10,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.18
2023-08-09,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.16
2023-08-08,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.16
2023-08-07,0.0,0,4,3,1,1,0.0,0.02,0.0,0.1,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.16
2023-08-06,0.0,0,4,3,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.17
2023-08-05,0.0,0,4,3,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.17
2023-08-04,0.0,0,4,3,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.17
2023-08-03,0.0,0,4,3,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.03,0.17
2023-08-02,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-08-01,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-07-31,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-07-30,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-07-29,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-07-28,0.0,0,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.18000000000000002
2023-07-27,0.0,1,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.21000000000000002
2023-07-26,0.0,1,3,4,1,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.22
2023-07-25,0.0,1,3,4,1,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.22
2023-07-24,0.0,1,3,4,1,1,0.0,0.02,0.0,0.11,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.2
2023-07-23,0.0,1,3,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.21
2023-07-22,0.0,1,3,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.21
2023-07-21,0.0,1,3,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.21
2023-07-20,0.01,1,3,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.22
2023-07-19,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.22
2023-07-18,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.22
2023-07-17,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-16,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-15,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-14,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-13,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-12,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-11,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-10,0.01,0,4,3,2,1,0.0,0.02,0.0,0.12,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.23
2023-07-09,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.26
2023-07-08,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.26
2023-07-07,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.26
2023-07-06,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-07-05,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-07-04,0.01,0,4,3,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-07-03,0.01,0,4,3,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-07-02,0.01,0,4,3,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-07-01,0.01,0,4,3,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-30,0.01,0,4,3,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-29,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-28,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-27,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-26,0.01,0,3,4,2,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.25
2023-06-25,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.26
2023-06-24,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.26
2023-06-23,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.06,0.26
2023-06-22,0.01,0,4,3,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.24000000000000002
2023-06-21,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.04,0.24000000000000002
2023-06-20,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.25
2023-06-19,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.25
2023-06-18,0.01,0,3,4,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.25
2023-06-17,0.03,0,2,5,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-16,0.03,0,2,5,2,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-15,0.03,0,3,5,1,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.26
2023-06-14,0.03,0,3,5,1,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.26
2023-06-13,0.03,0,3,5,1,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-12,0.03,0,3,5,1,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-11,0.03,0,3,5,1,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-10,0.03,0,3,5,1,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.05,0.27
2023-06-09,0.03,0,2,6,1,1,0.0,0.02,0.0,0.16,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.29000000000000004
2023-06-08,0.03,0,2,6,1,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.28
2023-06-07,0.03,0,2,6,1,1,0.0,0.02,0.0,0.15,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.28
2023-06-06,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-06-05,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-06-04,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-06-03,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-06-02,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-06-01,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.0,228122940000.0,0.0,0.07,0.30000000000000004
2023-05-31,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.07,0.31000000000000005
2023-05-30,0.03,0,2,6,1,1,0.0,0.02,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.32000000000000006
2023-05-29,0.03,0,2,6,1,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-28,0.03,0,2,6,1,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-27,0.03,0,2,6,1,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-26,0.03,0,2,6,1,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-25,0.03,0,3,6,1,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-24,0.03,0,3,5,2,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.34
2023-05-23,0.03,0,3,5,2,1,0.0,0.03,0.0,0.16,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.32
2023-05-22,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.07,0.32
2023-05-21,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.07,0.32
2023-05-20,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.07,0.32
2023-05-19,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.07,0.32
2023-05-18,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.33
2023-05-17,0.03,0,3,5,2,1,0.0,0.03,0.0,0.16,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.08,0.32
2023-05-16,0.03,0,3,5,2,1,0.0,0.03,0.0,0.16,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.33
2023-05-15,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.33999999999999997
2023-05-14,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.33999999999999997
2023-05-13,0.03,0,3,5,2,1,0.0,0.03,0.0,0.17,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.33999999999999997
2023-05-12,0.03,0,3,5,2,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.35
2023-05-11,0.03,0,3,5,2,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.35
2023-05-10,0.03,0,3,5,2,1,0.0,0.03,0.0,0.18,0.0,0.01,0.0,0.01,228122940000.0,0.0,0.09,0.35
